s_id,s_brand,s_name,s_gu,s_address,s_lat,s_lng,e_id,e_brand,e_name,e_gu,e_address,e_lat,e_lng
426,STARBUCKS,은평구청입구,은평구,서울특별시 은평구 은평로 170 (응암동),37.60104200000000,126.92678900000000,1041,EDIYA,영등포점,영등포구,서울 영등포구 영중로 16-1 (영등포동3가),37.51887260000000,126.90716350000000
427,STARBUCKS,은평이마트,은평구,서울특별시 은평구 은평로 111 (응암동),37.60037923000000,126.92027350000000,1042,EDIYA,영등포중앙점,영등포구,서울 영등포구 영중로 37 (영등포동4가),37.51947639999999,126.90470540000000
428,STARBUCKS,구산역,은평구,서울특별시 은평구 연서로 146 (대조동),37.61174500000000,126.91767800000000,1043,EDIYA,영등포코레일점,영등포구,"서울 영등포구 경인로 846 (영등포동, 영등포 민자역사)",37.51592280000000,126.90737270000000
429,STARBUCKS,수색,은평구,서울특별시 은평구 수색로 216 (수색동),37.58040000000000,126.89906800000000,1044,EDIYA,영등포홈플러스점,영등포구,"서울 영등포구 당산로 42 (문래동3가, 홈플러스)",37.51898350000000,126.89870590000000
430,STARBUCKS,새절역,은평구,서울특별시 은평구 증산로 371 (신사동),37.58942667302070,126.91286345652400,1045,EDIYA,한강성심병원점,영등포구,서울 영등포구 버드나루로 51 (영등포동2가),37.52060950000000,126.91219460000000
431,STARBUCKS,더북한산,은평구,서울특별시 은평구 대서문길 24-11 (진관동),37.65545765932660,126.94755637434500,1046,EDIYA,한국수출입은행점,영등포구,"서울 영등포구 은행로 38 (여의도동, 한국수출입은행빌딩)",37.52860520000000,126.92339630000000
432,STARBUCKS,녹번역,은평구,"서울특별시 은평구 통일로 636 (녹번동) 110,111,112,113,114,115호",37.60330762131233,126.93528567756574,1047,EDIYA,힐스테이트클래시안점,영등포구,"서울 영등포구 신길로28길 9 (신길동, 힐스테이트 클래시안)",37.50368120000000,126.91259140000000
433,STARBUCKS,진관DT,은평구,서울특별시 은평구 연서로 645 (진관동),37.65017870000000,126.93619680000000,1048,EDIYA,갈현점,은평구,서울 은평구 갈현로 268 (갈현동),37.62069760000000,126.91669210000000
434,STARBUCKS,연합뉴스,종로구,서울특별시 종로구 율곡로2길 25 (수송동),37.57432890000000,126.98045900000050,1049,EDIYA,구산역점,은평구,서울 은평구 연서로 148 (대조동),37.61198820000000,126.91763340000000
435,STARBUCKS,혜화역,종로구,서울특별시 종로구 대학로12길 4 (동숭동)1~2층,37.58247790000000,127.00218500000000,1050,EDIYA,구파발역점,은평구,"서울 은평구 진관2로 29-21 (진관동, 드림스퀘어)",37.63569240000000,126.91932690000000
436,STARBUCKS,경희궁로,종로구,서울특별시 종로구 새문안로3길 15 (당주동),37.57175900000000,126.97234300000000,1051,EDIYA,녹번동점,은평구,"서울 은평구 진흥로 156 (녹번동, 신명빌딩)",37.60249050000000,126.92480740000000
437,STARBUCKS,강북삼성병원,종로구,서울특별시 종로구 새문안로 29 (평동),37.56854600000000,126.96756000000000,1052,EDIYA,녹번중앙점,은평구,"서울 은평구 통일로 635 (녹번동, 녹번동메카오피스텔)",37.60347400000000,126.93463940000000
438,STARBUCKS,종로평창동,종로구,서울특별시 종로구 평창12길 3 (평창동),37.60614900000000,126.96721300000000,1053,EDIYA,백련산아이파크점,은평구,"서울 은평구 응암로 264 (응암동, 서울빌딩)",37.58449690000000,126.91426480000000
439,STARBUCKS,광화문우체국,종로구,서울특별시 종로구 종로 6 (서린동),37.56985400000000,126.97808300000000,1054,EDIYA,본서부병원점,은평구,"서울 은평구 응암로 337 (응암동, 빛터룩스 빌딩)",37.60126920000000,126.92215170000000
440,STARBUCKS,종로R,종로구,서울특별시 종로구 종로 51 (종로2가),37.57080400000000,126.98349400000000,1055,EDIYA,불광역점,은평구,서울 은평구 통일로 731 (대조동),37.61053630000000,126.92929870000000
441,STARBUCKS,독립문역,종로구,서울특별시 종로구 송월길 155 경희궁자이 4단지 1층 팰리스애비뉴 4114~4119호,37.57143200000000,126.96126900000000,1056,EDIYA,불광연서로점,은평구,서울 은평구 연서로 275 (불광동),37.61166690000000,126.93037530000000
442,STARBUCKS,정부서울청사R,종로구,서울특별시 종로구 새문안로5가길 28 (적선동),37.57441100000000,126.97357100000000,1057,EDIYA,불광중앙점,은평구,서울 은평구 불광로 59 (불광동),37.61235030000000,126.93171180000000
443,STARBUCKS,동묘앞역,종로구,"서울특별시 종로구 종로 344 (숭인동, 대우디오빌) 101호 일부, 201호 일부",37.57270000000000,127.01607200000000,1058,EDIYA,새절역점,은평구,서울 은평구 가좌로 272 (신사동),37.59561300000000,126.90720330000000
444,STARBUCKS,종로구청,종로구,서울특별시 종로구 삼봉로 71 (수송동),37.57266200000000,126.98113800000000,1059,EDIYA,서광교회점,은평구,"서울 은평구 통일로 951 (갈현동, 서광교회)",37.62772860000000,126.91918480000000
445,STARBUCKS,북촌로,종로구,서울특별시 종로구 북촌로4길 23 (계동),37.57946200000000,126.98643100000000,1060,EDIYA,수색역점,은평구,서울 은평구 수색로 250 (수색동),37.58191540000001,126.89633940000000
446,STARBUCKS,종로수송,종로구,서울특별시 종로구 종로5길 30 (청진동) 1~3층,37.57149310000000,126.98078310000000,1061,EDIYA,역촌동점,은평구,서울 은평구 갈현로 82 (역촌동),37.60168150000000,126.91437300000000
447,STARBUCKS,새문안로,종로구,서울특별시 종로구 새문안로 92 (신문로1가) 광화문오피시아빌딩,37.56965970000000,126.97489030000000,1062,EDIYA,역촌사거리점,은평구,서울 은평구 서오릉로 100 (대조동),37.60893520000000,126.92103760000000
448,STARBUCKS,안국,종로구,서울특별시 종로구 북촌로 5-1 (재동),37.57733800000000,126.98563500000000,1063,EDIYA,역촌역점,은평구,서울 은평구 진흥로 95 (역촌동),37.60545130000000,126.92212740000000
449,STARBUCKS,삼청동,종로구,서울특별시 종로구 삼청로 111-1 (삼청동),37.58538100000000,126.98175120000000,1064,EDIYA,역촌진흥로점,은평구,서울 은평구 진흥로1길 3 (역촌동),37.60801080000000,126.91935460000000
450,STARBUCKS,광화문D타워,종로구,서울특별시 종로구 종로3길 17 (청진동) D타워,37.57140000000000,126.97882970000000,1065,EDIYA,연신내역점,은평구,서울 은평구 통일로 855-9 (갈현동),37.62154100000000,126.91357800000000
451,STARBUCKS,적선,종로구,"서울특별시 종로구 새문안로5길 55, 노스게이트빌딩 1층 (적선동)",37.57520431000000,126.97393610000000,1066,EDIYA,연신내통일로점,은평구,서울 은평구 통일로 876 (불광동),37.62119630000000,126.92027730000000
452,STARBUCKS,인사,종로구,서울특별시 종로구 인사동길 14 (인사동),37.57212930000000,126.98703490000002,1067,EDIYA,은평구청점,은평구,서울 은평구 은평로 197 (녹번동),37.60160970000000,126.92964610000000
453,STARBUCKS,광화문,종로구,서울특별시 종로구 세종대로 167 (세종로),37.57122930000000,126.97628720000000,1068,EDIYA,은평이마트점,은평구,"서울 은평구 은평로 111 (응암동, 은평이마트)",37.60039460000000,126.92021490000000
454,STARBUCKS,성대입구,종로구,서울특별시 종로구 창경궁로 235 (명륜3가),37.58289200000000,126.99839200000000,1069,EDIYA,응암역점,은평구,"서울 은평구 연서로 9 (역촌동, 센타폴리스)",37.60647810000000,126.91588070000000
455,STARBUCKS,스페이스본,종로구,서울특별시 종로구 사직로8길 4 (사직동) 광화문 풍림스페이스본,37.57532212000000,126.96924940000000,1070,EDIYA,응암오거리점,은평구,서울 은평구 응암로 211 (응암동),37.59089570000000,126.91712520000000
456,STARBUCKS,주얼리시티,종로구,서울특별시 종로구 종로 183 (인의동) 효성주얼리시티,37.57154914000000,126.99870500000000,1071,EDIYA,응암중앙점,은평구,서울 은평구 응암로 183 (응암동),37.58842700000000,126.91664310000000
457,STARBUCKS,종각,종로구,서울특별시 종로구 종로 64 (종로2가),37.56991830000000,126.98452810000003,1072,EDIYA,증산동점,은평구,서울 은평구 증산서길 78 (증산동),37.58332990000000,126.90652440000000
458,STARBUCKS,동숭로아트,종로구,서울특별시 종로구 동숭길 110 (동숭동),37.58296900000000,127.00387600000000,1073,EDIYA,경복궁역점,종로구,"서울 종로구 자하문로 7 (체부동, 성명빌딩)",37.55914580000000,126.92089200000000
459,STARBUCKS,종로관철,종로구,"서울특별시 종로구 종로12길 21, 2층 (관철동)",37.56905800000000,126.98601300000000,1074,EDIYA,경희궁점,종로구,서울 종로구 경희궁1길 16 (신문로2가),37.57166700000000,126.97070190000000
460,STARBUCKS,경복궁역,종로구,"서울특별시 종로구 자하문로4길 6, 1층 (통의동)",37.57715080000000,126.97274530000004,1075,EDIYA,광화문점,종로구,서울 종로구 세종대로23길 15 (도렴동),37.57150270000000,126.97566100000000
461,STARBUCKS,이마빌딩,종로구,서울특별시 종로구 종로1길 42 (수송동),37.57386370000000,126.97897149999994,1076,EDIYA,낙원동점,종로구,서울 종로구 낙원동 ,37.57257240000000,126.98862310000000
462,STARBUCKS,마로니에공원,종로구,"서울특별시 종로구 대학로 116, 1-2층 (동숭동)",37.58154296000000,127.00234120000000,1077,EDIYA,대학로점,종로구,서울 종로구 대학로10길 17 (동숭동),37.58322000000000,127.00439350000000
463,STARBUCKS,종로3가,종로구,"서울특별시 종로구 종로 113-1, 1-4층 (종로3가)",37.57055270000000,126.99020550000000,1078,EDIYA,독립문역점,종로구,서울 종로구 통일로 266 (무악동),37.57719710000000,126.95863970000000
464,STARBUCKS,대학로,종로구,"서울특별시 종로구 대학로 57, 홍익대학교 대학로캠퍼스 內 (연건동)",37.57650900000000,127.00144900000000,1079,EDIYA,동대문역점,종로구,"서울 종로구 율곡로 286 (종로6가, 야드인빌딩)",37.57183250000000,127.00814910000000
465,STARBUCKS,경복궁사거리,종로구,"서울특별시 종로구 율곡로 6, B동 101호(중학동, 트윈트리타워)",37.57557800000000,126.98058100000000,1080,EDIYA,동묘역점,종로구,서울 종로구 종로 354 (숭인동),37.57766310000000,127.02240150000000
466,STARBUCKS,종로관수,종로구,서울특별시 종로구 삼일대로20길 13 (관수동),37.56938500000000,126.98866500000000,1081,EDIYA,방통대점,종로구,서울 종로구 대학로 81-1 (연건동),37.57834620000000,127.00173750000000
467,STARBUCKS,광화문교보문고,종로구,서울특별시 종로구 종로 1 (종로1가),37.57101700000000,126.97793700000000,1082,EDIYA,배화여대점,종로구,서울 종로구 필운대로1길 35 (필운동),37.57782410000000,126.96737170000000
468,STARBUCKS,정동,종로구,서울특별시 종로구 새문안로 42 (신문로2가),37.56857800000000,126.97006700000000,1083,EDIYA,북촌마을점,종로구,서울 종로구 북촌로5길 39 (화동),37.58222120000000,126.98184900000000
469,STARBUCKS,종로플레이스,종로구,서울특별시 종로구 창경궁로 120 (인의동),37.57319000000000,126.99830900000000,1084,EDIYA,삼일빌딩점,종로구,서울 종로구 삼일대로15길 13 (관철동),37.56938680000000,126.98797200000000
470,STARBUCKS,강북삼성병원1층,종로구,서울특별시 종로구 새문안로 29 (평동),37.56854600000000,126.96756000000000,1085,EDIYA,상명대점,종로구,서울 종로구 홍지동,37.60079920000000,126.95656880000000
471,STARBUCKS,동숭길입구,종로구,서울특별시 종로구 대학로 146 (혜화동),37.58423600000000,127.00201400000000,1086,EDIYA,성균관대점,종로구,서울 종로구 성균관로 8 (명륜2가),37.58445200000000,126.99948500000000
472,STARBUCKS,서울대치과병원,종로구,서울특별시 종로구 대학로 101 서울대학교 치과병원 신관1층,37.57790000000000,126.99965000000000,1087,EDIYA,숭인점,종로구,서울 종로구 숭인동길 6 (숭인동),37.57526170000000,127.02159680000000
473,STARBUCKS,서대문역,종로구,서울특별시 종로구 통일로 134 (평동),37.56670000000000,126.96629000000000,1088,EDIYA,신설점,종로구,서울 종로구 난계로29길 30 (숭인동),37.57423890000000,127.02147330000000
474,STARBUCKS,숭례문북창,중구,서울특별시 중구 세종대로12길 12 (남대문로4가),37.56172500000000,126.97683800000000,1089,EDIYA,종로3가점,종로구,서울 종로구 종로 126 (종로3가),37.57006300000000,126.99173260000000
475,STARBUCKS,을지로4가역,중구,서울특별시 중구 을지로 170 (을지로4가),37.56668200000000,126.99728500000000,1090,EDIYA,종로4가점,종로구,서울 종로구 김상옥로 1 (인의동),37.57350770000000,126.99790320000000
476,STARBUCKS,동대문두타,중구,서울특별시 중구 장충단로 275 (을지로6가),37.56892512604548,127.00878383484597,1091,EDIYA,종로5가점,종로구,서울 종로구 대학로 33 (효제동),37.57304960000000,127.00308820000000
477,STARBUCKS,대한상공회의소R,중구,서울특별시 중구 세종대로 39 (남대문로4가) 1층,37.56093800000000,126.97370200000000,1092,EDIYA,종로교차로점,종로구,서울 종로구 동호로 406-1 (종로5가),37.57060000000000,127.00225700000000
478,STARBUCKS,국립중앙의료원,중구,서울특별시 중구 을지로 251 (을지로6가),37.56651600000000,127.00623760000000,1093,EDIYA,종로구청점,종로구,서울 종로구 수송동,37.57369730000000,126.98064530000000
479,STARBUCKS,동국대,중구,서울특별시 중구 서애로 1길 11,37.56154200000000,126.99843700000000,1094,EDIYA,종로삼일대로점,종로구,서울 종로구 삼일대로 390-1 (관철동),37.56912450000000,126.98600440000000
480,STARBUCKS,신세계본점5F,중구,서울특별시 중구 소공로 63 (충무로1가),37.56095100000000,126.98113400000000,1095,EDIYA,종로타워점,종로구,"서울 종로구 종로 51 (종로2가, 종로타워)",37.57079000000000,126.98356000000000
481,STARBUCKS,을지로내외빌딩R,중구,서울특별시 중구 을지로 51 (을지로2가),37.56647900000000,126.98366300000000,1096,EDIYA,창덕궁점,종로구,서울 종로구 돈화문로 41-1 (묘동),37.57227400000000,126.99143490000000
482,STARBUCKS,대우재단빌딩,중구,서울특별시 중구 퇴계로 18 (남대문로5가),37.55678100000000,126.97508100000000,1097,EDIYA,창신중앙점,종로구,서울 종로구 지봉로 64 (숭인동),37.57573040000000,127.01584220000000
483,STARBUCKS,동대문공원,중구,서울특별시 중구 장충단로 229 (광희동1가),37.56513300000000,127.00719100000000,1098,EDIYA,탑골공원점,종로구,서울 종로구 낙원동 ,37.57257240000000,126.98862310000000
484,STARBUCKS,을지로국제빌딩,중구,서울특별시 중구 남대문로 109 (다동),37.56695200000000,126.98221900000000,1099,EDIYA,혜화동로터리점,종로구,서울 종로구 혜화로 3-1 (혜화동),37.58605780000000,127.00054630000000
485,STARBUCKS,동대입구역,중구,서울특별시 중구 장충단로 166 (장충동1가),37.55959300000000,127.00614200000000,1100,EDIYA,혜화역점,종로구,서울 종로구 창경궁로 258-15 (명륜2가),37.58469970000000,126.99904120000000
486,STARBUCKS,신당역사거리,중구,서울특별시 중구 다산로 258 (흥인동),37.56580700000000,127.01643000000000,1101,EDIYA,IBK본점,중구,"서울 중구 을지로 79 (을지로2가, 기업은행)",37.56645410000000,126.98655260000000
487,STARBUCKS,연세세브란스,중구,서울특별시 중구 통일로 10 (남대문로5가),37.55720700000000,126.97354000000000,1102,EDIYA,광희동점,중구,서울 중구 마른내로 165-1 (광희동1가),37.56482570000000,127.00615070000000
488,STARBUCKS,회현역,중구,서울특별시 중구 퇴계로 72 (회현동) 리더스뷰남산,37.55898090000000,126.98074670000005,1103,EDIYA,다동점,중구,서울 중구 다동길 46 (다동),37.56792240000000,126.98205510000000
489,STARBUCKS,을지로경기빌딩,중구,서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩,37.56717200000000,126.98315600000000,1104,EDIYA,동국대후문점,중구,"서울 중구 창경궁로 2 (충무로5가, 남경빌딩)",37.56255340000000,126.99870280000000
490,STARBUCKS,을지로2가,중구,서울특별시 중구 삼일대로 358 (을지로2가),37.56634700000000,126.98806600000000,1105,EDIYA,동대문점,중구,서울 중구 을지로43길 38 (을지로6가),37.56770480000000,127.00776410000000
491,STARBUCKS,신세계본점6F,중구,서울특별시 중구 퇴계로 77 (충무로1가),37.56038100000000,126.98075800000000,1106,EDIYA,동평화점,중구,서울 중구 청계천로 318 (신당동),37.56946110000000,127.01394660000000
492,STARBUCKS,서울중앙우체국,중구,서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국,37.56167800000000,126.98211700000000,1107,EDIYA,만리동고개점,중구,"서울 중구 만리재로 175 (만리동2가, 서울역센트럴자이),402동 102호",37.55453800000000,126.96368140000000
493,STARBUCKS,한국프레스센터,중구,서울특별시 중구 세종대로 124 (태평로1가),37.56738100000000,126.97785900000000,1108,EDIYA,명동거리점,중구,"서울 중구 명동8가길 7 (충무로2가, 프리엠상가)",37.56175730000000,126.98540280000000
494,STARBUCKS,명동중앙로,중구,서울특별시 중구 명동길 60 (명동 2가),37.56374850000000,126.98577230000000,1109,EDIYA,명동역점,중구,서울 중구 퇴계로 103 (충무로1가),37.56116990000000,126.98251620000000
495,STARBUCKS,약수역,중구,서울특별시 중구 다산로 129 (신당동),37.55543700000000,127.01072530000000,1110,EDIYA,명동중앙점,중구,"서울 중구 명동7길 21 (을지로2가, 명동아르누보센텀)",37.56469180000000,126.98384290000000
496,STARBUCKS,중구저동,중구,서울특별시 중구 수표로 34 (저동2가),37.56436860000000,126.99033820000000,1111,EDIYA,서소문점,중구,서울 중구 서소문로11길 8 (서소문동),37.56332020000000,126.97303750000000
497,STARBUCKS,명동길,중구,서울특별시 중구 명동10길 41,37.56206950000000,126.98586690000000,1112,EDIYA,서울시청점,중구,"서울 중구 세종대로20길 23 (무교동, 원창빌딩)",37.56715330000000,126.97875660000000
498,STARBUCKS,서소문로,중구,서울특별시 중구 서소문로 120 (서소문동) 대한빌딩,37.56300600000000,126.97454600000000,1113,EDIYA,신당점,중구,서울 중구 다산로35길 11 (신당동),37.56355230000000,127.01481740000000
499,STARBUCKS,신당역,중구,"서울특별시 중구 퇴계로 385, 1층 (흥인동)",37.56552200000000,127.01455400000000,1114,EDIYA,신당중앙점,중구,서울 중구 퇴계로 455 (황학동),37.56748190000000,127.01990630000000
500,STARBUCKS,명동메트로,중구,서울특별시 중구 명동9가길 14 (을지로1가) 메트로호텔,37.56511800000000,126.98368100000000,1115,EDIYA,약수역점,중구,서울 중구 동호로 186-13 (신당동),37.55455830000000,127.01163920000000
501,STARBUCKS,숭례문,중구,"서울특별시 중구 세종대로 17, 와이즈타워 1층 (남대문로5가)",37.55874473000000,126.97309520000000,1116,EDIYA,오장동점,중구,서울 중구 마른내로 109-1 (오장동),37.56461010000000,127.00013670000000
502,STARBUCKS,순화동더샵,중구,"서울특별시 중구 칠패로 27, 1층 (순화동)",37.56007200000000,126.97193100000000,1117,EDIYA,을지로3가점,중구,서울 중구 수표로 45 (저동2가),37.56353930000000,126.99060860000000
503,STARBUCKS,대한극장,중구,"서울특별시 중구 퇴계로 212 (필동2가) 1,2층",37.56105065000000,126.99527350000000,1118,EDIYA,정동점,중구,서울 중구 정동길 2-1 (정동),37.56797830000000,126.96935740000000
504,STARBUCKS,환구단,중구,서울특별시 중구 소공로 112 (소공동),37.56444800000000,126.97915700000000,1119,EDIYA,중림점,중구,서울 중구 청파로 464 (중림동),37.56063550000000,126.96834130000000
505,STARBUCKS,무교동,중구,서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층,37.56781712000000,126.97873800000000,1120,EDIYA,청구역점,중구,서울 중구 다산로 181-2 (신당동),37.55977499999999,127.01323510000000
506,STARBUCKS,문화일보,중구,서울특별시 중구 새문안로 22 (충정로1가) 문화일보,37.56712291000000,126.96866420000000,1121,EDIYA,충무로3가점,중구,서울 중구 퇴계로27길 31 (충무로3가),37.56256740000000,126.99124840000000
507,STARBUCKS,태평로,중구,"서울특별시 중구 세종대로 72, 대영빌딩 1층 (태평로2가)",37.56248285000000,126.97679280000000,1122,EDIYA,충무로점,중구,서울 중구 퇴계로 188 (필동1가),37.56108620000000,126.99246720000000
508,STARBUCKS,퍼시픽타워,중구,"서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 (서소문동)",37.56132157000000,126.97302640000000,1123,EDIYA,충무아트홀점,중구,서울 중구 퇴계로 381-1 (신당동),37.56527860000001,127.01400120000000
509,STARBUCKS,남산단암,중구,"서울특별시 중구 소월로 10, 단암빌딩 (남대문로5가)",37.55853622000000,126.97545850000000,1124,EDIYA,충무필동점,중구,서울 중구 퇴계로 218-5 (필동2가),37.55877340000000,126.99472090000000
510,STARBUCKS,황학캐슬,중구,서울특별시 중구 청계천로 400 (황학동) 롯데캐슬베네치아,37.57124000000000,127.02290500000000,1125,EDIYA,태평로점,중구,서울 중구 세종대로11길 26 (서소문동),37.56382820000000,126.97520550000000
511,STARBUCKS,을지로삼화타워,중구,서울특별시 중구 을지로5길 16 (을지로2가) 1층,37.56690200000000,126.98470700000000,1126,EDIYA,퇴계로2길점,중구,서울 중구 퇴계로2길 1 (남창동),37.56092920000000,126.97876350000000
512,STARBUCKS,소공로,중구,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)",37.56372730000000,126.98076809999998,1127,EDIYA,한국은행점,중구,서울 중구 남대문로 29-2 (남대문로3가),37.56144320000000,126.97896390000000
513,STARBUCKS,을지로한국빌딩,중구,"서울특별시 중구 을지로 50, 1층 (을지로 2가)",37.56572200000000,126.98329000000000,1128,EDIYA,황학롯데캐슬점,중구,"서울 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",37.57121910000000,127.02130010000000
514,STARBUCKS,시청,중구,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)",37.56629000000000,126.97980800000000,1129,EDIYA,회현SK리더스점,중구,"서울 중구 퇴계로 72 (회현동1가, 리더스뷰남산)",37.55923020000000,126.98066390000000
515,STARBUCKS,명동역,중구,"서울특별시 중구 퇴계로 101, 건물 전체 (충무로 1가)",37.56102000000000,126.98312000000000,1130,EDIYA,강동고덕교차로점,강동구,"서울 강동구 고덕로 421 (강일동, 대한연세요양원)",37.55737130000001,127.17253990000000
516,STARBUCKS,명동입구,중구,서울특별시 중구 남대문로 68-1 (명동2가),37.56331900000000,126.98224200000000,1131,EDIYA,강동구청점,강동구,"서울 강동구 성내로6길 20 (성내동, 청일 베르네)",37.52887530000000,127.12228990000000
517,STARBUCKS,충무로,중구,서울특별시 중구 충무로 3 (필동1가),37.56149598081020,126.99282309719600,1132,EDIYA,강동성내점,강동구,서울 강동구 풍성로 162 (성내동),37.53048130000000,127.12985840000000
518,STARBUCKS,이마트타워,중구,서울특별시 중구 세종대로7길 37 (순화동) 1층,37.56074346369670,126.97252839195800,1133,EDIYA,강동신명초교점,강동구,"서울 강동구 명일로 260 (길동, 길동신동아아파트)",37.53961570000000,127.14592930000000
519,STARBUCKS,무교로,중구,서울특별시 중구 무교로 15 (무교동),37.56739900000000,126.97890000000000,1134,EDIYA,강동역점,강동구,"서울 강동구 천호대로 1065 (천호동, 강동상떼빌)",37.53698410000000,127.13045890000000
520,STARBUCKS,청계크리스탈스퀘어,중구,서울특별시 중구 청계천로 106 (수표동),37.56790000000000,126.98933000000000,1135,EDIYA,강일점,강동구,"서울 강동구 아리수로93길 19 (강일동, 임페리얼타워)",37.56537890000000,127.17411460000000
521,STARBUCKS,숭례문SG타워,중구,서울특별시 중구 세종대로 14 (남대문로5가),37.55812930000000,126.97426370000000,1136,EDIYA,고덕강일2지구점,강동구,서울 강동구 아리수로93나길 76 (강일동),37.57219860000000,127.17422560000000
522,STARBUCKS,세종대로,중구,서울특별시 중구 세종대로 135-5 (태평로1가),37.56867800000000,126.97649300000000,1137,EDIYA,고덕그라시움후문점,강동구,서울 강동구 동남로82길 121 (고덕동),37.56426580000000,127.16712440000000
523,STARBUCKS,동대문디자인플라자,중구,서울특별시 중구 을지로 281 (을지로7가) 디자인장터,37.56743000000000,127.00975800000000,1138,EDIYA,고덕점,강동구,"서울 강동구 동남로75길 19 (명일동, 명일빌딩)",37.55409510000000,127.15514710000000
524,STARBUCKS,레스케이프호텔R,중구,서울특별시 중구 퇴계로 67 (회현동1가),37.55983460000000,126.97949460000000,1139,EDIYA,길동사거리점,강동구,서울 강동구 천호대로 1132 (성내동),37.53049330000000,127.12899200000000
525,STARBUCKS,별다방,중구,서울특별시 중구 퇴계로 100 (회현동2가),37.56020130000000,126.98293270000000,1140,EDIYA,길동역점,강동구,서울 강동구 양재대로 1471 (길동),37.53728220000000,127.13940910000000
526,STARBUCKS,포포인츠명동,중구,서울특별시 중구 삼일대로10길 36 (저동2가),37.56572110000000,126.98934260000000,1141,EDIYA,길동중앙점,강동구,서울 강동구 명일로 200 (길동),37.53653470000000,127.14593820000000
527,STARBUCKS,명동남산,중구,서울특별시 중구 퇴계로 132 (남산동3가),37.56080900000000,126.98639700000000,1142,EDIYA,둔촌점,강동구,서울 강동구 양재대로 1377 (성내동),37.53049330000000,127.12899200000000
528,STARBUCKS,명일역,강동구,서울특별시 강동구 양재대로 1647 (명일동),37.55258000000000,127.14379900000000,1143,EDIYA,명일역점,강동구,"서울 강동구 구천면로 424 (명일동, 명일메가타운)",37.55031650000000,127.14556920000000
529,STARBUCKS,강동구청DT,강동구,서울특별시 강동구 성내로 32 (성내동),37.52943700000000,127.12383500000000,1144,EDIYA,명일중앙점,강동구,"서울 강동구 상암로 210 (명일동, 명일현대종합상가)",37.54845670000000,127.14878670000000
530,STARBUCKS,강동암사DT,강동구,서울특별시 강동구 고덕로 43 (암사동),37.55505400000000,127.13006500000000,1145,EDIYA,보훈병원점,강동구,"서울 강동구 명일로 110 (둔촌동, 둔촌동암펠로스타워)",37.52870910000000,127.14317670000000
531,STARBUCKS,굽은다리역,강동구,"서울특별시 강동구 양재대로 1568 (명일동, 원일타워)",37.54540300000000,127.14310100000000,1146,EDIYA,상일리엔파크점,강동구,"서울 강동구 상일로 74 (상일동, 고덕리엔파크3단지아파트)",37.55256120000000,127.17525620000000
532,STARBUCKS,강동역,강동구,"서울특별시 강동구 천호대로 1089 (천호동, 강동 헤르셔)",37.53604700000000,127.13308600000000,1147,EDIYA,암사중앙점,강동구,"서울 강동구 암사길 50 (암사동, 제이빌더스)",37.55158690000000,127.13486330000000
533,STARBUCKS,둔촌동,강동구,서울특별시 강동구 양재대로 1303 (성내동) 평원빌딩,37.52272400000000,127.13394300000000,1148,EDIYA,올림픽북문점,강동구,서울 강동구 성안로 7 (성내동),37.52454190000000,127.12889230000000
534,STARBUCKS,천호로데오,강동구,서울특별시 강동구 천호대로 1037 (천호동),37.53780690000000,127.12730940000006,1149,EDIYA,천호로데오점,강동구,서울 강동구 천호대로 1027 (천호동),37.53824140000000,127.12634640000000
535,STARBUCKS,천호이마트,강동구,서울특별시 강동구 천호대로 1015-14 (천호동) 이마트별관,37.53893300000000,127.12521400000000,1150,EDIYA,천호역점,강동구,서울 강동구 천호대로 1006 (성내동),37.53049330000000,127.12899200000000
536,STARBUCKS,길동역,강동구,서울특별시 강동구 양재대로 1487 (길동),37.53874330000000,127.13998790000000,1151,EDIYA,천호중앙점,강동구,"서울 강동구 올림픽로 660 (천호동, 천호엘크루주상복합)",37.54016160000000,127.12451750000000
537,STARBUCKS,상일동,강동구,"서울특별시 강동구 상일로10길 36, 1~2층 (상일동)",37.55079895986590,127.17410429214200,1152,EDIYA,천호초교사거리점,강동구,"서울 강동구 구천면로 304 (천호동, 일주빌딩)",37.56961860000000,127.02360390000000
538,STARBUCKS,천호역,강동구,"서울특별시 강동구 천호대로 1012, 태승빌딩 (성내동)",37.53795191000000,127.12457930000000,1153,EDIYA,천호현대점,강동구,서울 강동구 올림픽로 665 (천호동),37.54102890000000,127.12371520000000
539,STARBUCKS,명일이마트,강동구,서울특별시 강동구 동남로75길 5 (명일동) 명일이마트별관주차장,37.55399100000000,127.15598400000000,1154,EDIYA,개봉역점,구로구,서울 구로구 남부순환로97길 11 (개봉동),37.50300220000000,126.84648510000000
540,STARBUCKS,상일동역,강동구,"서울특별시 강동구 고덕로 399 (고덕동, 고덕센트럴푸르지오)",37.55754181615496,127.17072672474717,1155,EDIYA,개봉중앙점,구로구,서울 구로구 개봉로3길 26 (개봉동),37.48647520000000,126.85488820000000
